date,cases,population,population_2w,population_3w,precip,humidity,temp,windspeed,lw_avg_temp,lw_avg_humidity,lw_precip,predicted_mosquitoes,real_mosquitoes
2012_12,51.0,769.25,700.0,662.3333333333334,0.6,72.21428571428571,27.62857142857143,30.685714285714287,27.17142857142857,73.3809523809524,22.0,1047.1728515625,769.25
2012_13,55.0,785.0,691.5,705.3333333333334,2.5,76.27142857142857,26.47142857142857,25.985714285714288,27.04761904761905,73.39047619047619,13.6,1017.0145263671875,785.0
2012_14,50.0,674.75,660.0,676.0,1.5,76.85714285714286,26.942857142857143,23.2,27.01428571428572,75.11428571428571,4.6,966.1483154296875,674.75
2012_15,60.0,680.0,720.5,719.3333333333334,0.0,76.75714285714285,26.885714285714283,24.542857142857144,26.766666666666666,76.62857142857142,4.0,897.5457763671875,680.0
2012_16,66.0,706.0,712.5,762.3333333333334,0.0,71.27142857142857,25.62857142857143,25.357142857142858,26.485714285714284,74.96190476190476,1.5,827.510009765625,706.0
2012_17,56.0,686.25,789.5,684.6666666666666,0.5,74.71428571428571,26.62857142857143,20.928571428571427,26.38095238095238,74.24761904761904,0.5,751.6715087890625,686.25
2012_18,29.0,755.0,668.5,570.0,0.2,74.74285714285713,24.214285714285715,22.74285714285714,25.49047619047619,73.57619047619046,0.7,658.9583740234375,755.0
2012_19,48.0,690.5,424.0,367.6666666666667,0.0,78.44285714285715,24.3,20.885714285714283,25.047619047619047,75.96666666666665,0.7,560.1029052734375,690.5
2012_20,46.0,606.75,314.0,351.0,3.8,83.01428571428572,21.47142857142857,24.27142857142857,23.32857142857144,78.73333333333333,4.0,445.6536865234375,606.75
2012_21,41.0,491.25,340.0,471.3333333333333,6.199999999999999,83.45714285714287,22.485714285714288,20.385714285714283,22.75238095238096,81.63809523809523,10.0,354.63214111328125,491.25
2012_22,69.0,382.0,579.5,630.3333333333334,0.0,80.15714285714286,25.285714285714285,19.857142857142858,23.080952380952382,82.20952380952382,10.0,295.864013671875,382.0
2012_23,50.0,446.75,733.0,662.6666666666666,52.2,79.21428571428571,24.642857142857142,27.52857142857143,24.13809523809524,80.94285714285714,58.400000000000006,253.38697814941406,446.75
2012_24,53.0,536.5,627.0,664.0,27.3,81.04285714285713,23.31428571428572,18.185714285714287,24.41428571428571,80.13809523809523,79.5,264.4061279296875,536.5
2012_25,46.0,603.25,630.0,594.6666666666666,0.0,74.65714285714286,24.857142857142858,26.728571428571428,24.27142857142857,78.3047619047619,79.5,288.09381103515625,603.25
2012_26,47.0,681.5,631.0,639.0,0.0,81.11428571428571,22.557142857142857,17.157142857142855,23.57619047619048,78.93809523809523,27.3,289.9384765625,681.5
2012_27,51.0,629.0,589.5,542.3333333333334,4.1,79.25714285714285,23.285714285714285,24.15714285714285,23.566666666666663,78.34285714285714,4.1,280.93359375,629.0
2012_28,46.0,609.75,551.5,523.6666666666666,3.0,73.35714285714286,23.0,25.3,22.94761904761905,77.90952380952382,7.1,223.736328125,609.75
2012_29,36.0,591.25,458.0,473.0,2.0,78.82857142857142,22.342857142857145,21.142857142857142,22.87619047619048,77.14761904761905,9.1,172.70220947265625,591.25
2012_30,42.0,523.75,485.5,429.3333333333333,0.0,71.62857142857143,23.8,25.1,23.047619047619047,74.6047619047619,5.0,162.9905548095703,523.75
2012_31,36.0,518.5,410.0,375.3333333333333,8.1,79.87142857142858,22.82857142857143,19.557142857142857,22.99047619047619,76.77619047619048,10.1,168.89581298828125,518.5
2012_32,24.0,434.0,311.5,300.6666666666667,0.0,77.71428571428571,21.857142857142858,21.142857142857142,22.82857142857144,76.40476190476191,8.1,177.31101989746094,434.0
2012_33,35.0,398.5,292.5,300.6666666666667,24.1,82.21428571428571,22.642857142857142,19.3,22.442857142857147,79.93333333333332,32.2,180.49803161621094,398.5
2012_34,33.0,351.25,292.5,300.6666666666667,12.2,83.7,21.914285714285715,20.842857142857145,22.13809523809524,81.20952380952382,36.3,200.09625244140625,351.25
